id,loja,setor,data,vendas_semanais,feriado
252307,34,19,09-23,16.47,nao
252308,33,3,09-23,231.5,nao
252309,7,11,09-23,16336.52,nao
252310,45,10,09-23,12392.75,nao
252311,4,58,09-23,8490.0,nao
252312,34,83,09-23,2323.05,nao
252313,25,8,09-23,30171.38,nao
252314,17,48,09-23,,nao
252315,19,22,09-23,12636.12,nao
252316,22,13,09-23,,nao
252317,39,34,09-23,12049.97,nao
252318,14,11,09-23,846439.6959001655,nao
252319,22,92,09-23,50305.83,nao
252320,20,10,09-23,38873.88,nao
252321,28,1,09-23,15518.13,nao
252322,35,33,09-23,,nao
252323,38,33,09-23,2.5,nao
252324,7,34,09-23,4424.78,nao
252325,25,46,09-23,14902.33,nao
252326,18,92,09-23,47940.59,nao
252327,19,56,09-23,3448.48,nao
252328,10,24,09-23,9493.51,nao
252329,20,18,09-23,6413.26,nao
252330,21,20,09-23,3799.81,nao
252331,14,85,09-23,2299.98,nao
252332,39,28,09-23,391.59,nao
252333,31,16,09-23,5806.88,nao
252334,10,19,09-23,2894.51,nao
252335,19,21,09-23,6028.16,nao
252336,29,10,09-23,8037.93,nao
252337,38,93,09-23,17905.41,nao
252338,36,60,09-23,123.2,nao
252339,11,35,09-23,,nao
252340,28,18,09-23,4030.58,nao
252341,20,82,09-23,25032.75,nao
252342,35,97,09-23,2611.95,nao
252343,14,25,09-23,14621.94,nao
252344,6,18,09-23,7530.01,nao
252345,11,28,09-23,,nao
252346,19,1,09-23,,nao
252347,2,67,09-23,9232.45,nao
252348,31,30,09-23,2620.44,nao
252349,43,52,09-23,,nao
252350,37,10,09-23,422.46,nao
252351,10,41,09-23,23741.5,nao
252352,4,2,09-23,96778.13,nao
252353,16,2,09-23,23497.14,nao
252354,8,95,09-23,58829.83,nao
252355,9,82,09-23,8952.59,nao
252356,33,80,09-23,7706.51,nao
252357,6,49,09-23,12366.96,nao
252358,41,94,09-23,41842.77,nao
252359,27,1,09-23,24994.65,nao
252360,4,16,09-23,11914.52,nao
252361,2,31,09-23,2398.38,nao
252362,20,23,09-23,33526.97,nao
252363,3,91,09-23,509.46,nao
252364,4,30,09-23,,nao
252365,24,45,09-23,11.97,nao
252366,22,91,09-23,22367.3,nao
252367,28,93,09-23,34389.75,nao
252368,30,6,09-23,18.22,nao
252369,38,1,09-23,6597.85,nao
252370,3,26,09-23,2392.33,nao
252371,30,52,09-23,9.38,nao
252372,8,60,09-23,264.0,nao
252373,8,22,09-23,,nao
252374,42,10,09-23,408.22,nao
252375,5,60,09-23,,nao
252376,38,79,09-23,,nao
252377,29,26,09-23,6341.95,nao
252378,13,48,09-23,791.0,nao
252379,14,22,09-23,18042.94,nao
252380,34,30,09-23,1371.26,nao
252381,5,4,09-23,9137.55,nao
252382,14,94,09-23,59543.27,nao
252383,31,18,09-23,2474.99,nao
252384,17,1,09-23,21734.7,nao
252385,26,93,09-23,22908.66,nao
252386,19,79,09-23,20357.58,nao
252387,42,9,09-23,170.92,nao
252388,25,16,09-23,8618.34,nao
252389,29,51,09-23,6.0,nao
252390,22,25,09-23,9902.66,nao
252391,13,60,09-23,1091.2,nao
252392,41,59,09-23,387.85,nao
252393,1,9,09-23,30988.32,nao
252394,25,12,09-23,3124.87,nao
252395,12,41,09-23,700.5,nao
252396,7,95,09-23,31487.49,nao
252397,4,54,09-23,53.92,nao
252398,45,26,09-23,11133.79,nao
252399,7,18,09-23,1488.96,nao
252400,9,26,09-23,3735.51,nao
252401,32,21,09-23,4580.51,nao
252402,7,27,09-23,864.0,nao
252403,25,2,09-23,,nao
252404,35,51,09-23,2.72,nao
252405,42,67,09-23,1113.36,nao
252406,9,30,09-23,,nao
252407,36,4,09-23,849247.0909454706,nao
252408,11,83,09-23,2788.91,nao
252409,36,94,09-23,38981.29,nao
252410,16,33,09-23,1822.7,nao
252411,3,11,09-23,5900.84,nao
252412,27,4,09-23,42857.23,nao
252413,31,90,09-30,89515.57,nao
252414,44,20,09-30,24.0,nao
252415,4,95,09-30,146715.05,nao
252416,23,71,09-30,10712.59,nao
252417,17,29,09-30,2333.4,nao
252418,28,28,09-30,373.22,nao
252419,10,27,09-30,,nao
252420,33,95,09-30,23483.63,nao
252421,31,44,09-30,761475.8625874938,nao
252422,25,9,09-30,884444.3147498886,nao
252423,40,40,09-30,33056.28,nao
252424,16,59,09-30,8.71,nao
252425,31,36,09-30,195.35,nao
252426,33,83,09-30,,nao
252427,42,83,09-30,3055.77,nao
252428,33,60,09-30,61.6,nao
252429,32,23,09-30,17029.31,nao
252430,36,95,09-30,35634.49,nao
252431,12,3,09-30,12658.93,nao
252432,18,87,09-30,17849.6,nao
252433,12,25,09-30,,nao
252434,29,59,09-30,140.85,nao
252435,21,72,09-30,32290.05,nao
252436,27,8,09-30,42530.84,nao
252437,30,85,09-30,104.05,nao
252438,18,1,09-30,,nao
252439,26,91,09-30,36808.32,nao
252440,17,56,09-30,855.86,nao
252441,26,52,09-30,2484.02,nao
252442,2,42,09-30,9021.65,nao
252443,3,17,09-30,2007.46,nao
252444,13,12,09-30,8961.16,nao
252445,23,18,09-30,14391.51,nao
252446,14,91,09-30,82196.43,nao
252447,39,67,09-30,10229.84,nao
252448,27,72,09-30,60140.64,nao
252449,3,32,09-30,-1008.96,nao
252450,6,23,09-30,19830.69,nao
252451,41,19,09-30,1006.94,nao
252452,30,74,09-30,45.04,nao
252453,32,87,09-30,832447.076950925,nao
252454,1,12,09-30,7457.24,nao
252455,14,21,09-30,8306.39,nao
252456,23,17,09-30,25865.93,nao
252457,29,17,09-30,8053.42,nao
252458,45,93,09-30,1880.62,nao
252459,40,8,09-30,33948.72,nao
252460,20,17,09-30,20048.28,nao
252461,32,9,09-30,,nao
252462,4,74,09-30,18076.27,nao
252463,16,24,09-30,2471.29,nao
252464,12,8,09-30,42102.8,nao
252465,3,52,09-30,1116.41,nao
252466,4,93,09-30,63718.64,nao
252467,11,13,09-30,39916.42,nao
252468,7,17,09-30,5977.03,nao
252469,23,26,09-30,10394.65,nao
252470,28,33,09-30,4756.61,nao
252471,32,20,09-30,4375.35,nao
252472,2,71,09-30,860687.0879331329,nao
252473,19,19,09-30,-1.94,nao
252474,15,87,09-30,8147.29,nao
252475,18,91,09-30,,nao
252476,5,36,09-30,120.91,nao
252477,45,67,09-30,4886.78,nao
252478,30,80,09-30,5608.66,nao
252479,12,17,09-30,,nao
252480,23,25,09-30,15761.98,nao
252481,28,9,09-30,14781.03,nao
252482,20,27,09-30,1941.11,nao
252483,20,33,09-30,6126.61,nao
252484,17,92,09-30,56446.08,nao
252485,39,49,09-30,6138.16,nao
252486,7,79,09-30,,nao
252487,29,55,09-30,3508.01,nao
252488,6,29,09-30,4843.58,nao
252489,12,21,09-30,3721.0,nao
252490,42,28,09-30,40.22,nao
252491,18,9,09-30,,nao
252492,23,50,09-30,8133.0,nao
252493,26,74,09-30,9010.56,nao
252494,7,56,09-30,1681.54,nao
252495,8,14,09-30,8499.11,nao
252496,39,58,09-30,2165.0,nao
252497,21,80,09-30,30.31,nao
252498,17,80,09-30,886.3,nao
252499,2,27,09-30,1309.49,nao
252500,32,3,09-30,,nao
252501,28,41,09-30,2103.5,nao
252502,32,18,09-30,4707.15,nao
252503,42,81,09-30,14849.21,nao
252504,13,11,09-30,,nao
252505,23,27,09-30,3237.07,nao
252506,26,79,09-30,,nao
252507,34,34,09-30,976752.8326595959,nao
252508,5,97,09-30,,nao
252509,33,80,09-30,7680.8,nao
252510,2,31,09-30,2897.96,nao
252511,14,85,09-30,1906.12,nao
252512,12,20,09-30,5496.1,nao
252513,7,6,09-30,6302.06,nao
252514,23,49,09-30,,nao
252515,30,83,09-30,1414.14,nao
252516,39,8,09-30,33691.03,nao
252517,16,55,09-30,,nao
252518,13,98,09-30,14365.38,nao
252519,38,9,09-30,31.22,nao
252520,25,18,09-30,5125.57,nao
252521,15,22,09-30,7006.47,nao
252522,20,32,09-30,10419.04,nao
252523,1,36,09-30,558.4,nao
252524,23,41,09-30,2012.0,nao
252525,5,46,09-30,4196.25,nao
252526,10,22,09-30,23896.7,nao
252527,6,25,09-30,9207.46,nao
252528,8,32,09-30,5243.76,nao
252529,27,71,09-30,10367.15,nao
252530,13,95,09-30,136320.32,nao
252531,43,52,09-30,972594.3836114123,nao
252532,32,85,09-30,2101.28,nao
252533,5,5,09-30,5064.17,nao
252534,45,71,09-30,3061.35,nao
252535,3,18,09-30,1563.79,nao
252536,40,82,09-30,12781.88,nao
252537,20,34,09-30,17619.85,nao
252538,7,7,09-30,5995.57,nao
252539,23,32,09-30,9152.4,nao
252540,14,22,09-30,15460.45,nao
252541,1,18,09-30,767247.553889836,nao
252542,9,91,09-30,869.74,nao
252543,10,23,09-30,46833.86,nao
252544,18,8,09-30,29901.07,nao
252545,7,40,09-30,,nao
252546,28,79,09-30,,nao
252547,38,34,09-30,,nao
252548,21,79,09-30,21835.27,nao
252549,2,90,09-30,91669.76,nao
252550,42,82,09-30,883671.5553083455,nao
252551,28,81,09-30,969546.4944223828,nao
252552,16,9,09-30,22847.5,nao
252553,25,11,09-30,9401.91,nao
252554,28,55,09-30,7713.34,nao
252555,8,35,09-30,1327.09,nao
252556,9,29,09-30,1776.2,nao
252557,7,44,09-30,3146.44,nao
252558,41,48,09-30,414.0,nao
252559,43,6,09-30,24.68,nao
252560,29,60,09-30,832017.9031754942,nao
252561,4,55,09-30,15596.37,nao
252562,34,97,09-30,16216.64,nao
252563,17,14,09-30,10955.26,nao
252564,14,90,09-30,105622.09,nao
252565,18,11,09-30,14302.28,nao
252566,12,7,09-30,,nao
252567,11,10,09-30,24117.89,nao
252568,9,34,09-30,4150.94,nao
252569,13,14,09-30,23577.76,nao
252570,32,16,09-30,7720.55,nao
252571,37,72,09-30,474.95,nao
252572,33,79,09-30,10928.26,nao
252573,19,17,09-30,983450.4370725328,nao
252574,2,81,09-30,27370.3,nao
252575,23,35,09-30,5654.51,nao
252576,23,51,09-30,29.96,nao
252577,43,40,09-30,14849.75,nao
252578,26,85,09-30,1288.93,nao
252579,33,92,09-30,27705.76,nao
252580,15,7,09-30,14013.15,nao
252581,40,42,09-30,5246.22,nao
252582,39,7,09-30,28246.46,nao
252583,12,12,09-30,,nao
252584,13,13,09-30,47698.32,nao
252585,27,42,09-30,10047.47,nao
252586,4,33,09-30,8631.97,nao
252587,12,22,09-30,10038.73,nao
252588,4,41,09-30,2718.0,nao
252589,23,52,09-30,2904.42,nao
252590,26,72,09-30,39518.88,nao
252591,17,71,09-30,3781.12,nao
252592,27,83,09-30,7341.25,nao
252593,21,87,09-30,8009.79,nao
252594,2,37,09-30,4077.81,nao
252595,45,21,09-30,3458.67,nao
252596,7,21,09-30,1705.71,nao
252597,37,38,09-30,66742.61,nao
252598,9,92,09-30,15518.36,nao
252599,19,41,09-30,,nao
252600,6,26,09-30,890705.2009445757,nao
252601,23,24,09-30,7789.27,nao
252602,10,19,09-30,2633.95,nao
252603,34,35,09-30,987.63,nao
252604,25,12,09-30,3056.29,nao
252605,37,16,09-30,1864.24,nao
252606,27,96,09-30,17781.0,nao
252607,5,45,09-30,11.97,nao
252608,1,67,09-30,5747.96,nao
252609,27,9,09-30,,nao
252610,41,20,09-30,5082.52,nao
252611,45,6,09-30,2903.06,nao
252612,35,67,09-30,4755.03,nao
252613,4,5,09-30,,nao
252614,18,90,09-30,,nao
252615,36,83,09-30,2933.06,nao
252616,12,10,09-30,16778.92,nao
252617,1,49,09-30,11336.54,nao
252618,29,56,09-30,1456.96,nao
252619,45,94,09-30,3204.6,nao
252620,16,4,09-30,13331.78,nao
252621,11,11,09-30,14804.28,nao
252622,44,85,09-30,116.24,nao
252623,40,44,09-30,3587.26,nao
252624,36,25,09-30,,nao
252625,28,80,09-30,18332.22,nao
252626,41,2,09-30,47174.92,nao
252627,31,71,09-30,,nao
252628,10,20,09-30,13733.72,nao
252629,21,81,09-30,4506.7,nao
252630,23,29,09-30,10675.71,nao
252631,21,85,09-30,,nao
252632,26,81,09-30,19338.25,nao
252633,20,30,09-30,,nao
252634,3,20,09-30,950456.7471041619,nao
252635,4,92,09-30,146263.17,nao
252636,44,25,09-30,19.84,nao
252637,23,42,09-30,14369.66,nao
252638,31,87,09-30,8120.31,nao
252639,40,80,09-30,,nao
252640,38,14,09-30,799.14,nao
252641,37,14,09-30,1132.09,nao
252642,1,11,09-30,18094.24,nao
252643,7,41,09-30,1579.17,nao
252644,33,90,09-30,23492.22,nao
252645,38,38,09-30,44301.57,nao
252646,9,28,09-30,244.5,nao
252647,33,81,09-30,8032.44,nao
252648,40,10,09-30,18831.13,nao
252649,18,85,09-30,1742.16,nao
252650,12,11,09-30,12755.63,nao
252651,16,97,09-30,1577.04,nao
252652,13,97,09-30,26978.48,nao
252653,41,26,09-30,4984.99,nao
252654,26,82,09-30,13208.17,nao
252655,1,56,09-30,1864.31,nao
252656,30,97,09-30,11354.43,nao
252657,23,30,09-30,6685.34,nao
252658,29,16,09-30,1918.15,nao
252659,23,44,09-30,8271.5,nao
252660,30,81,09-30,9572.38,nao
252661,25,17,09-30,,nao
252662,9,17,09-30,,nao
252663,12,18,09-30,,nao
252664,31,54,09-30,-6.92,nao
252665,35,1,09-30,14270.03,nao
252666,41,96,09-30,3197.73,nao
252667,20,29,09-30,8362.14,nao
252668,5,30,09-30,705.7,nao
252669,19,93,09-30,858738.2627025616,nao
252670,16,82,09-30,939045.7115996378,nao
252671,19,42,09-30,,nao
252672,42,18,09-30,100.67,nao
252673,23,45,09-30,11.97,nao
252674,9,49,09-30,,nao
252675,45,83,09-30,428.36,nao
252676,19,50,09-30,822.0,nao
252677,10,16,09-30,21897.09,nao
252678,23,31,09-30,4233.61,nao
252679,29,67,09-30,4621.25,nao
252680,8,97,09-30,15591.86,nao
252681,23,28,09-30,908.92,nao
252682,30,11,09-30,536.4,nao
252683,3,19,09-30,663.41,nao
252684,2,25,09-30,,nao
252685,2,34,09-30,11535.61,nao
252686,27,27,09-30,1958.61,nao
252687,36,12,09-30,,nao
252688,16,56,09-30,1030.5,nao
252689,20,31,09-30,3864.72,nao
252690,34,98,09-30,7275.67,nao
252691,14,14,09-30,22052.41,nao
252692,36,42,09-30,69.73,nao
252693,14,2,09-30,,nao
252694,38,40,09-30,16380.08,nao
252695,35,5,09-30,16856.25,nao
252696,45,23,09-30,17491.96,nao
252697,44,91,09-30,17796.94,nao
252698,31,10,09-30,23116.89,nao
252699,23,48,09-30,-169.0,nao
252700,2,22,09-30,11146.51,nao
252701,39,52,09-30,949568.7306716696,nao
252702,16,29,09-30,1285.07,nao
252703,12,19,09-30,3814.78,nao
252704,8,34,09-30,6516.91,nao
252705,9,7,09-30,10645.18,nao
252706,6,71,09-30,4042.2,nao
252707,2,54,09-30,14.88,nao
252708,7,24,09-30,1890.27,nao
252709,45,49,09-30,56.43,nao
252710,40,9,09-30,23561.89,nao
252711,7,36,09-30,1223.43,nao
252712,20,28,09-30,955.47,nao
252713,32,82,09-30,18166.31,nao
252714,35,71,09-30,,nao
252715,2,83,09-30,3500.98,nao
252716,29,14,09-30,7257.48,nao
252717,39,56,09-30,2338.04,nao
252718,10,21,09-30,8437.7,nao
252719,42,40,09-30,19255.85,nao
252720,25,13,09-30,26525.69,nao
252721,35,27,09-30,1585.47,nao
252722,18,10,09-30,,nao
252723,14,10,09-30,20055.36,nao
252724,30,10,09-30,212.36,nao
252725,6,28,09-30,476.61,nao
252726,41,3,09-30,10515.61,nao
252727,23,46,09-30,29807.76,nao
252728,7,97,09-30,3833.08,nao
252729,13,96,09-30,9225.66,nao
252730,26,80,09-30,19210.18,nao
252731,33,91,09-30,8262.4,nao
252732,42,4,09-30,13609.91,nao
252733,26,92,09-30,79311.99,nao
252734,43,42,09-30,210.72,nao
252735,26,83,09-30,2314.55,nao
252736,17,60,09-30,404.8,nao
252737,31,35,09-30,1425.01,nao
252738,27,25,09-30,,nao
252739,17,36,09-30,2603.76,nao
252740,32,19,09-30,1732.39,nao
252741,2,6,09-30,3725.45,nao
252742,12,9,09-30,,nao
252743,42,12,09-30,71.28,nao
252744,17,18,09-30,7392.45,nao
252745,28,38,09-30,45959.71,nao
252746,29,71,09-30,2540.49,nao
252747,3,4,09-30,7776.41,nao
252748,27,82,09-30,,nao
252749,45,29,09-30,3471.95,nao
252750,9,72,09-30,33672.79,nao
252751,5,96,09-30,6582.37,nao
252752,18,35,09-30,3474.07,nao
252753,5,24,09-30,1155.27,nao
252754,17,24,09-30,3489.98,nao
252755,36,11,09-30,181.44,nao
252756,20,25,09-30,18125.02,nao
252757,39,60,09-30,431.2,nao
252758,35,13,09-30,32029.32,nao
252759,16,38,09-30,54517.01,nao
252760,7,98,09-30,858621.9360248793,nao
252761,13,92,09-30,171956.21,nao
252762,44,93,09-30,10905.44,nao
252763,23,59,09-30,532.33,nao
252764,33,67,09-30,788.4,nao
252765,5,52,09-30,571.42,nao
252766,28,60,09-30,686.4,nao
252767,12,16,09-30,795708.2638688792,nao
252768,39,54,09-30,47.84,nao
252769,16,22,09-30,6809.44,nao
252770,25,21,09-30,4804.57,nao
252771,10,25,09-30,17249.7,nao
252772,7,74,09-30,9504.85,nao
252773,2,72,09-30,,nao
252774,23,20,09-30,12419.96,nao
252775,38,46,09-30,4691.01,nao
252776,18,36,09-30,,nao
252777,45,35,09-30,2132.18,nao
252778,20,38,09-30,955018.7403367022,nao
252779,10,6,09-30,5739.06,nao
252780,8,33,09-30,3148.25,nao
252781,12,13,09-30,,nao
252782,25,10,09-30,17121.78,nao
252783,17,4,09-30,22573.12,nao
252784,17,46,09-30,24875.56,nao
252785,21,82,09-30,12721.77,nao
252786,20,10,09-30,40904.06,nao
252787,2,74,09-30,12612.04,nao
252788,32,22,09-30,7870.02,nao
252789,4,25,09-30,,nao
252790,20,37,09-30,4500.62,nao
252791,2,17,09-30,12234.4,nao
252792,23,58,09-30,3690.0,nao
252793,2,11,09-30,15491.04,nao
252794,6,67,09-30,,nao
252795,33,87,09-30,75.0,nao
252796,23,21,09-30,7719.19,nao
252797,20,24,09-30,7154.16,nao
252798,28,19,09-30,1495.35,nao
252799,8,36,09-30,834360.3885686835,nao
252800,40,46,09-30,7902.31,nao
252801,15,21,09-30,2531.29,nao
252802,1,22,09-30,,nao
252803,28,82,09-30,,nao
252804,16,54,09-30,43.92,nao
252805,14,83,09-30,8523.41,nao
252806,27,28,09-30,774.4,nao
252807,6,31,09-30,2483.32,nao
252808,26,90,09-30,977173.6986052557,nao
252809,39,45,09-30,34.41,nao
252810,21,90,09-30,11310.62,nao
252811,26,56,09-30,3450.54,nao
252812,40,41,09-30,357.5,nao
252813,43,38,09-30,830543.5486575334,nao
252814,20,9,09-30,55115.68,nao
252815,18,34,09-30,,nao
252816,31,40,09-30,57942.81,nao
252817,8,67,09-30,3871.58,nao
252818,26,55,09-30,5658.33,nao
252819,41,35,09-30,2358.34,nao
252820,30,82,09-30,3889.19,nao
252821,18,81,09-30,7989.43,nao
252822,13,91,09-30,,nao
252823,37,82,09-30,5810.18,nao
252824,23,19,09-30,1434.29,nao
252825,12,14,09-30,18141.22,nao
252826,6,27,09-30,,nao
252827,13,16,09-30,987321.0552004616,nao
252828,26,54,09-30,23.92,nao
252829,34,95,09-30,949278.2647814872,nao
252830,8,94,09-30,23163.96,nao
252831,10,17,09-30,23126.69,nao
252832,40,79,09-30,,nao
252833,43,59,09-30,7.47,nao
252834,17,38,09-30,86770.18,nao
252835,10,26,09-30,,nao
252836,31,9,09-30,8875.73,nao
252837,4,17,09-30,14041.67,nao
252838,25,14,09-30,,nao
252839,40,11,09-30,,nao
252840,1,97,09-30,32167.23,nao
252841,15,38,09-30,58205.56,nao
252842,27,67,09-30,8158.8,nao
252843,34,33,09-30,2177.61,nao
252844,20,41,09-30,10876.38,nao
252845,39,44,09-30,5367.63,nao
252846,4,52,09-30,8609.51,nao
252847,35,95,09-30,35818.7,nao
252848,15,23,09-30,16825.52,nao
252849,16,96,09-30,461.87,nao
252850,23,67,09-30,12057.45,nao
252851,19,44,09-30,6096.83,nao
252852,19,85,09-30,4280.59,nao
252853,15,79,09-30,6366.26,nao
252854,31,34,09-30,10038.89,nao
252855,5,44,09-30,2025.15,nao
252856,31,49,09-30,7620.93,nao
252857,21,91,09-30,6684.97,nao
252858,29,52,09-30,1175.34,nao
252859,12,24,09-30,7204.51,nao
252860,19,40,09-30,52982.56,nao
252861,18,12,09-30,3839.71,nao
252862,35,41,09-30,821024.3548576711,nao
252863,23,36,09-30,2793.17,nao
252864,1,34,09-30,7970.3,nao
252865,29,72,09-30,22393.77,nao
252866,1,14,09-30,14027.83,nao
252867,38,32,09-30,10.0,nao
252868,12,4,09-30,,nao
252869,23,60,09-30,96.8,nao
252870,44,72,09-30,92.82,nao
252871,10,14,09-30,35202.53,nao
252872,23,34,09-30,22498.66,nao
252873,45,60,09-30,96.8,nao
252874,9,94,09-30,64.74,nao
252875,17,82,09-30,16751.63,nao
252876,9,42,09-30,5242.16,nao
252877,11,9,09-30,16065.83,nao
252878,20,40,09-30,85877.99,nao
252879,33,94,09-30,24758.77,nao
252880,15,56,09-30,2724.61,nao
252881,32,2,09-30,50180.82,nao
252882,14,31,09-30,,nao
252883,20,8,09-30,82722.51,nao
252884,28,54,09-30,,nao
252885,45,17,09-30,9967.67,nao
252886,1,74,09-30,8771.97,nao
252887,40,93,09-30,24210.04,nao
252888,7,96,09-30,544.78,nao
252889,17,35,09-30,1601.19,nao
252890,35,60,09-30,44.0,nao
252891,12,23,09-30,27465.55,nao
252892,18,82,09-30,11963.16,nao
252893,39,55,09-30,6534.25,nao
252894,15,29,09-30,3374.11,nao
252895,25,20,09-30,2992.35,nao
252896,8,95,09-30,58064.22,nao
252897,14,29,09-30,7743.42,nao
252898,26,67,09-30,5596.69,nao
252899,31,52,09-30,906.96,nao
252900,23,55,09-30,,nao
252901,43,5,09-30,232.42,nao
252902,28,7,09-30,19082.4,nao
252903,5,49,09-30,2.97,nao
252904,26,87,09-30,20252.35,nao
252905,15,55,09-30,3619.03,nao
252906,5,40,09-30,,nao
252907,39,59,09-30,213.21,nao
252908,7,38,09-30,27287.22,nao
252909,12,6,09-30,5058.99,nao
252910,15,95,09-30,25006.16,nao
252911,35,28,09-30,555.84,nao
252912,11,14,09-30,19059.9,nao
252913,31,11,09-30,,nao
252914,28,8,09-30,33287.36,nao
252915,39,46,09-30,29383.18,nao
252916,45,11,09-30,10905.7,nao
252917,45,5,09-30,12623.96,nao
252918,19,18,09-30,8148.96,nao
252919,44,98,09-30,2808.17,nao
252920,20,26,09-30,13117.89,nao
252921,33,74,09-30,333.61,nao
252922,17,58,09-30,805.0,nao
252923,36,26,09-30,176.56,nao
252924,16,17,09-30,6979.64,nao
252925,38,42,09-30,,nao
252926,35,72,09-30,74257.53,nao
252927,23,23,09-30,42319.17,nao
252928,5,17,09-30,1959.21,nao
252929,6,24,09-30,3584.0,nao
252930,23,40,09-30,58453.16,nao
252931,31,12,09-30,2982.86,nao
252932,17,23,09-30,,nao
252933,10,18,09-30,6143.18,nao
252934,7,16,09-30,6141.18,nao
252935,23,54,09-30,55.16,nao
252936,13,94,09-30,69230.34,nao
252937,1,28,09-30,537.0,nao
252938,41,11,09-30,10970.35,nao
252939,26,71,09-30,2921.44,nao
252940,36,92,09-30,34435.75,nao
252941,3,72,09-30,20710.07,nao
252942,44,56,09-30,5.0,nao
252943,14,35,09-30,4312.88,nao
252944,29,58,09-30,760.0,nao
252945,33,82,09-30,3059.64,nao
252946,37,5,09-30,1314.16,nao
252947,37,85,09-30,63.52,nao
252948,37,90,09-30,,nao
252949,21,83,09-30,779298.300800411,nao
252950,42,2,09-30,16087.11,nao
252951,20,35,09-30,5427.38,nao
252952,34,36,09-30,436.46,nao
252953,44,42,09-30,71.17,nao
252954,35,3,09-30,,nao
252955,15,97,09-30,1574.41,nao
252956,14,36,09-30,769.54,nao
252957,4,87,09-30,,nao
252958,43,98,09-30,8027.93,nao
252959,8,60,09-30,132.0,nao
252960,25,16,09-30,6221.12,nao
252961,36,60,09-30,176.0,nao
252962,32,83,09-30,3037.13,nao
252963,26,59,09-30,95.43,nao
252964,15,82,09-30,8350.92,nao
252965,3,67,09-30,2040.47,nao
252966,37,80,09-30,,nao
252967,16,10,09-30,12942.77,nao
252968,6,72,09-30,61300.94,nao
252969,34,96,09-30,811479.4496201646,nao
252970,35,94,09-30,168.24,nao
252971,7,5,09-30,10399.65,nao
252972,7,8,09-30,13661.87,nao
252973,28,27,09-30,980.02,nao
252974,15,44,09-30,3221.22,nao
252975,40,72,09-30,31787.32,nao
252976,6,30,09-30,4031.4,nao
252977,14,87,09-30,17499.85,nao
252978,37,95,09-30,53584.05,nao
252979,30,79,09-30,4246.87,nao
252980,27,24,09-30,7963.2,nao
252981,44,21,09-30,705.74,nao
252982,23,33,09-30,9629.57,nao
252983,4,14,09-30,24627.44,nao
252984,38,3,09-30,520.4,nao
252985,21,74,09-30,8771.27,nao
252986,1,94,09-30,58101.89,nao
252987,7,45,09-30,6.47,nao
252988,12,5,09-30,22449.43,nao
252989,41,49,09-30,6845.43,nao
252990,13,93,09-30,48684.59,nao
252991,8,31,09-30,935.08,nao
252992,42,52,09-30,16.6,nao
252993,23,38,09-30,,nao
252994,41,91,09-30,48219.38,nao
252995,35,2,09-30,39162.6,nao
252996,3,21,09-30,,nao
252997,1,38,09-30,72839.02,nao
252998,7,30,09-30,673.48,nao
252999,2,41,09-30,3081.5,nao
253000,14,19,09-30,2642.43,nao
253001,32,17,09-30,11406.34,nao
253002,43,46,09-30,5223.57,nao
253003,42,8,09-30,19210.64,nao
253004,23,22,09-30,23556.87,nao
253005,19,56,09-30,3518.24,nao
253006,10,24,09-30,8638.28,nao
253007,42,80,09-30,13993.29,nao
253008,26,93,09-30,21951.19,nao
253009,4,2,09-30,94264.32,nao
253010,4,54,09-30,71.92,nao
253011,32,21,09-30,4471.76,nao
253012,28,74,09-30,10979.93,nao
253013,11,12,09-30,4748.27,nao
253014,3,33,09-30,1861.83,nao
253015,38,33,09-30,902250.379441751,nao
253016,38,44,09-30,6.99,nao
253017,33,93,09-30,19963.86,nao
253018,31,24,09-30,3215.92,nao
253019,19,87,09-30,16149.73,nao
253020,2,87,09-30,23292.29,nao
253021,14,1,09-30,24104.79,nao
253022,1,91,09-30,57721.07,nao
253023,36,96,09-30,16360.27,nao
253024,13,10,09-30,30357.35,nao
253025,39,9,09-30,,nao
253026,3,85,09-30,591.79,nao
253027,26,60,09-30,79.2,nao
253028,20,36,09-30,2113.96,nao
253029,18,92,09-30,51435.3,nao
253030,23,56,09-30,6130.58,nao
253031,43,56,09-30,274.2,nao
253032,38,80,09-30,11648.68,nao
253033,26,50,09-30,841.0,nao
253034,4,46,09-30,33125.11,nao
253035,45,27,09-30,1045.21,nao
253036,5,79,09-30,5387.02,nao
253037,6,44,09-30,8663.07,nao
